Title,Author,Start Date,End Date,Publication Year,Source,Volume,Issue,Beg page,End page,Order,Family,Genus,Species,Age,Latitude,Longitude,Number monitored,Total Mortality,Known Mortality,Total Harvest,Legal Harvest,Illegal Harvest,Vehicle,Poisoning,Agricultural,Train,Fence Entanglement,Other Human,Management Related,Predation,Disease,Accident/Injury,Other Natural,Starvation/Malnutrition,Weather,Drowning,Other Animal-Nonpredation,Unknown
Survival and Cause-Specific Mortality of White-Tailed Deer Neonates in a Southeastern Kentucky Population,McDermott,2014,2016,2017,Thesis: University of Kentucky,,,1,58,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,37.23717,-83.58267,102,35,35,0,0,0,2,0,2,0,0,0,0,27,0,0,4,0,0,0,0,0
Metapopulation dynamics and space use by reintroduced elk (Cervus elaphus) in central Ontario,McGeachy,2011,2013,2016,Canadian Journal of Zoology,95,3,149,159,Artiodactyla,Cervidae,Cervus,elaphus,Adult,46.22645,-80.84794,41,9,8,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,1
"Coyote (Canis latrans) habitat use, movement, and mortality patterns in Grand Teton National Park and suburban-agricultural areas of Jackson Hole, Wyoming",McGee,1999,2000,2002,Thesis: University of Wyoming,,,1,93,Carnivora,Canidae,Canis,latrans,Adult,43.47340,-110.75603,29,9,9,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Effects of Artificial Escape Dens on Swift Fox Populations in Northwest Texas,McGee,2002,2004,2006,Wildlife Society Bulletin,34,3,821,827,Carnivora,Canidae,Vulpes,velox,Adult,36.28134,-102.31373,55,11,8,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3
"Survival, space use and radio telemetry accuracy of white-tailed deer fawns in central Iowa",Mcgovern,2015,2017,2018,Thesis: Iowa State University,,,1,68,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,41.98969,-93.87828,48,21,18,3,3,0,1,0,0,0,0,0,0,4,9,0,0,1,0,0,0,3
Rates of Survival and Sources of mortality of cougars in hunted populations in north-central Arizona,McKinney,2006,2007,2009,The Southwestern Naturalist,54,2,151,155,Carnivora,Felidae,Puma,concolor,Adult,34.27959,-111.59103,16,8,8,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Some mechanisms underlying variation in vital rates of grizzly bears on a multiple use landscape,McLellan,1979,2003,2015,The Journal of Wildlife Management,79,5,749,765,Carnivora,Ursidae,Ursus,arctos,Multiple,48.98266,-113.63998,136,31,29,13,10,3,1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,2
Rates and Causes of Grizzly Bear Mortality in the Interior Mountains of Western North America,McLellan,1975,1997,1999,Proc Conf Biol Manage Species and Habitats at Risk,2,,673,678,Carnivora,Ursidae,Ursus,arctos,Adult,47.67018,-113.42673,388,47,45,15,12,3,1,0,0,0,0,10,9,0,0,0,10,0,0,0,0,2
Rates and Causes of Grizzly Bear Mortality in the Interior Mountains of Western North America,McLellan,1975,1997,1999,Proc Conf Biol Manage Species and Habitats at Risk,2,,673,678,Carnivora,Ursidae,Ursus,arctos,Juvenile,47.67018,-113.42673,NA,45,42,8,4,4,1,0,0,0,0,22,7,0,0,0,4,0,0,0,0,3
Demography of barren-ground grizzly bears,McLoughlin,1995,1999,2003,Canadian Journal of Zoology,81,2,294,301,Carnivora,Ursidae,Ursus,arctos,Adult,67.74025,-115.07793,81,6,6,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Declines in Populations of Woodland Caribou,McLoughlin,1993,2002,2003,The Journal of Wildlife Management,67,4,755,761,Artiodactyla,Cervidae,Rangifer,tarandus,Adult,54.58156,-110.38769,332,104,72,9,0,9,0,0,0,0,0,0,0,58,0,0,5,0,0,0,0,32
Mortality Causes and Survival Estimates for Adult columbian Black-Tailed Deer,McNay,1982,1991,1995,The Journal of Wildlife Management,59,1,138,146,Artiodactyla,Cervidae,Odocoileus,hemionus,Adult,49.03370,-124.19587,105,54,48,9,9,0,0,0,0,0,0,0,0,33,0,3,0,3,0,0,0,6
Dispersal and Survival of Juvenile Beavers in Southern Illinois,McNew,2001,2003,2005,The American Midland Natrualist,154,1,217,228,Rodentia,Castoridae,Castor,canadensis,Juvenile,37.34578,-89.33153,32,12,9,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,3
"Productivity, Mortality and Population Trends of Wolves in Northeastern Minnesota",Mech,1968,1976,1977,Journal of Mammalogy,58,4,559,574,Carnivora,Canidae,Canis,lycaon,Multiple,47.86730,-91.71725,129,30,24,9,0,9,1,0,0,0,0,0,0,0,0,1,1,6,0,0,6,6
Assessing the viability of lowland tapir populations in a fragmented landscape,Medici,1996,2008,2010,Thesis: University of Kent,,,1,276,Perissodactyla,Tapiridae,Tapirus,terrestris,Juvenile,-22.56957,-52.31686,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Assessing the viability of lowland tapir populations in a fragmented landscape,Medici,1996,2008,2010,Thesis: University of Kent,,,1,276,Perissodactyla,Tapiridae,Tapirus,terrestris,Adult,-22.56957,-52.31686,20,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Ecology of River Otters in West Central Idaho,Melquist,1976,1981,1983,Wildlife Monographs,83,1,3,60,Carnivora,Mustelidae,Lontra,canadensis,Juvenile,44.87752,-116.05161,NA,6,6,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Details of Extensive Movements by Minnesota Wolves,Merrill,1973,1998,2000,The American Midland Natrualist,144,2,428,433,Carnivora,Canidae,Canis,lupus,Adult,47.86730,-91.71725,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resource selection and survival of female white-tailed deer in an agricultural landscape,Miller,2010,2011,2012,Thesis: University of Delaware,,,1,47,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,38.73816,-75.41090,44,20,20,16,16,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Direct Estimation of Early Survival and Movements in Eastern Wolf Pups,Mills,2004,2005,2008,The Journal of Wildlife Management,72,4,949,954,Carnivora,Canidae,Canis,lycaon,Juvenile,45.83930,-78.36916,51,8,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
Duiker demography and dispersal under hunting in Northern Congo,Mockrin,2006,2007,2009,African Journal of Ecology,48,1,239,247,Artiodactyla,Bovidae,Cephalophus,callipygus,Adult,2.38825,16.50162,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duiker demography and dispersal under hunting in Northern Congo,Mockrin,2006,2007,2009,African Journal of Ecology,48,1,239,247,Artiodactyla,Bovidae,Philantomba,monticola,Adult,2.38825,16.50162,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Survival of Radiocollared Adult Moose Lower Susitna River Valley AK,Modafferi,1980,1991,1997,The Journal of Wildlife Management,61,2,540,549,Artiodactyla,Cervidae,Alces,alces,Adult,61.88842,-149.94563,204,42,42,31,29,2,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
Escaping Intraguild Predation: Mexican Kit Foxes Survive while Coyotes and Golden Eagles Kill Canadian Swift Foxes,Moehrenschlager,1995,1998,2007,Journal of Mammalogy,88,4,1029,1039,Carnivora,Canidae,Vulpes,velox,Multiple,48.90257,-109.75650,59,39,31,0,0,0,3,2,0,0,0,0,0,25,0,0,0,1,0,0,0,8
Survival and Population Growth of a Free-Ranging Elk Population with a long history of exposure to chronic wasting disease,Monello,2008,2010,2014,The Journal of Wildlife Management,78,2,214,223,Artiodactyla,Cervidae,Cervus,elaphus,Adult,40.58895,-105.96602,136,29,22,10,10,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0,7
"Reproduction, preweaning survival and survival of adult sea otters at Kodiak Island, Alaska",Monson,1986,1990,1995,Canadian Journal of Zoology,73,6,1161,1169,Carnivora,Mustelidae,Enhydra,lutris,Adult,58.00765,-153.02105,30,7,4,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Population Dynamics of mule deer in the eastern Sierra Nevada: Implications of nutritional condition,Monteith,1997,2009,2010,"California Department of Fish and Game, Bishop California USA",,,1,51,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,37.33210,-118.37252,114,58,58,0,0,0,0,0,0,0,0,0,0,41,0,5,4,8,0,0,0,0
Indirect negative impacts of radio-collaring: sex ratio variation in water voles,Moorhouse,2000,2001,2005,Journal of Applied Ecology,42,1,91,98,Rodentia,Cricetidae,Arvicola,terrestris,Adult,52.69228,1.46398,15,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
A radio tracking study of home range and movements of the marsupial Micoureus demararae in the Atlantic forest of south-eastern Brazil,Moraes,2001,2002,2005,Rev Bras Zool,22,1,85,91,Didelphimorphia,Didelphidae,Micoureus,demerarae,Adult,-22.46190,-42.02651,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Effect of oil and gas development on survival and health of white-tailed deer in the western Dakotas,Moratz,2014,2015,2016,Thesis: South Dakota State University,,,1,147,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,46.18066,-101.68668,40,18,15,2,2,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,3
Effect of oil and gas development on survival and health of white-tailed deer in the western Dakotas,Moratz,2014,2015,2016,Thesis: South Dakota State University,,,1,147,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,47.10674,-102.94880,48,11,10,1,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1
Effect of oil and gas development on survival and health of white-tailed deer in the western Dakotas,Moratz,2014,2015,2016,Thesis: South Dakota State University,,,1,147,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,45.60004,-102.44540,69,15,12,1,1,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,3
Assessing factors affect ing adult female white-tailed deer survival in the Northern Great Plains,Moratz,2014,2015,2018,Wildlife Research,45,,679,684,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,45.70766,-102.41373,165,31,24,6,6,0,2,0,0,0,0,0,0,11,4,1,0,0,0,0,0,7
Mortality of Maturing White-tailed Deer in Coastal South Carolina,Morgan,1993,1993,1995,Proc Ann Conf SEAFWA,49,,414,422,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,32.46256,-81.11008,36,14,12,5,5,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2
Mortality factors acting on adult rabbits in central-western New South Wales,Moriarty,1998,1998,2000,Wildlife Research,27,6,613,619,Lagomorpha,Leporidae,Oryctolagus,cuniculus,Adult,-33.41181,149.36933,274,98,87,0,0,0,0,0,0,0,0,0,0,53,34,0,0,0,0,0,0,11
Spatial ecology and demography of eastern coyotes in western Virginia,Morin,2011,2014,2015,Thesis: Virginia Polytechnic Institute and State University,,,1,170,Carnivora,Canidae,Canis,latrans,Multiple,38.08957,-79.91395,19,12,12,9,9,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Survival and cause-specific mortality of corsac and red foxes in Mongolia,Murdoch,2005,2007,2010,The Journal of Wildlife Management,74,1,59,64,Carnivora,Canidae,Vulpes,vulpes,Adult,45.49356,108.76122,17,8,8,5,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Survival and cause-specific mortality of corsac and red foxes in Mongolia,Murdoch,2005,2007,2010,The Journal of Wildlife Management,74,1,59,64,Carnivora,Canidae,Vulpes,corsac,Adult,45.49356,108.76122,18,9,8,5,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
Assessment of the status and viability of a population of moose at its southern range limit in Ontario,Murray,2006,2009,2012,Canadian Journal of Zoology,90,3,422,434,Artiodactyla,Cervidae,Alces,alces,Adult,45.94278,-77.80110,119,21,14,4,4,0,1,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7
"Pathogens, Nutritional Deficiency, and Climate Influences on a Declining Moose Population",Murray,1995,2000,2006,Wildlife Monographs,166,1,1,30,Artiodactyla,Cervidae,Alces,alces,Adult,48.64019,-96.05171,152,52,37,2,0,2,2,0,0,0,0,0,0,1,19,0,0,13,0,0,0,15
Interactive effects of sublethal nematodes and nutritional status on snowshoe hare vulnerability to predation,Murray,1991,1993,1997,Journal of Animal Ecology,66,2,250,264,Lagomorpha,Leporidae,Lepus,americanus,Juvenile,50.70422,-97.67506,612,318,318,0,0,0,0,0,0,0,0,0,0,302,0,0,7,9,0,0,0,0
Death from Anthropogenic causes is partially compensatory in recovering wolf populations,Murray,1982,2004,2012,Biological Conservation,143,11,2514,2524,Carnivora,Canidae,Canis,lupus,Multiple,44.49749,-110.63072,711,363,320,107,20,87,18,0,0,0,0,12,108,0,0,0,43,0,0,0,32,43
"Pathogens, Nutritional Deficiency, and Climate Influences on a Declining Moose Population",Murray,1995,2000,2006,Wildlife Monographs,166,1,1,30,Artiodactyla,Cervidae,Alces,alces,Juvenile,48.64019,-96.05171,NA,24,20,0,0,0,1,0,0,0,0,0,0,4,9,0,0,6,0,0,0,4
Characteristics and dynamics of a regional moose population in the northeastern US,Musante,2002,2005,2010,Wildlife Biology,16,2,185,204,Artiodactyla,Cervidae,Alces,alces,Multiple,44.98649,-71.28979,92,39,34,8,8,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5
Dangerous misperceptions with consequences: survival of eastern cottontails on restored grasslands surrounded by agriculture,Nawrocki,2014,2015,2017,Thesis: University of Illinois at Urbana-Champaign,,,1,48,Lagomorpha,Leporidae,Sylvilagus,floridanus,Adult,40.56687,-88.37133,95,48,48,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
Effects of Habitat on Competition Between Kit Foxes and Coyotes,Nelson,2003,2004,2007,The Journal of Wildlife Management,71,5,1467,1475,Carnivora,Canidae,Canis,latrans,Adult,35.42572,-119.63710,7,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coyote and Bobcat predation on white-tailed deer fawns in a longleaf pine ecosystem in southwestern Georgia,Nelson,2007,2012,2015,Journal of the Southeastern Association of Fish and Wildlife Agencies,2,,208,213,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,31.25242,-84.37482,47,21,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,4
Mortality of White-Tailed Deer Fawns in Southern Illinois,Nelson,1980,1982,1987,The Journal of Wildlife Management,51,2,326,329,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,37.69114,-89.06878,54,16,14,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,2
Effects of Habitat on Competition Between Kit Foxes and Coyotes,Nelson,2003,2004,2007,The Journal of Wildlife Management,71,5,1467,1475,Carnivora,Canidae,Vulpes,macrotis,Adult,35.42572,-119.63710,62,25,20,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5
Mortality of White-Tailed Deer in Northeastern Minnesota,Nelson,1973,1984,1986,The Journal of Wildlife Management,50,4,691,698,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,48.06851,-92.16946,209,49,49,14,14,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0
Mortality of White-Tailed Deer in Northeastern Minnesota,Nelson,1973,1984,1986,The Journal of Wildlife Management,50,4,691,698,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,48.06851,-92.16946,NA,36,36,11,10,1,1,0,0,0,0,0,0,22,0,0,0,1,0,1,0,0
Swift fox monitoring in southwestern South Dakota (Badlands National Park and Buffalo Gap National Grassland),Nevison,2014,2014,2015,Swift fox conservation team: report for 2013-2014 CO Div of Parks and Wildlife,,,46,49,Carnivora,Canidae,Vulpes,velox,Adult,43.84140,-102.31386,24,13,12,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
Human-caused mortality influences spatial population dynamics: Pumas in landscapes with varying mortality risks,Newby,2001,2001,2013,Biological Conservation,159,1,230,239,Carnivora,Felidae,Puma,concolor,Juvenile,45.20615,-110.29625,104,57,57,47,47,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Responses of Lumholtz's tree-kangaroo to loss of habitat within a tropical rainforest fragment,Newell,1996,1999,1999,Biological Conservation,91,2,181,189,Diprotodontia,Macropodidae,Dendrolagus,lumholtz,Adult,-17.33649,145.38767,15,6,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
Ecology of American Badgers near their range limit in southeastern British Columbia,Newhouse,1996,1999,2000,Columbia Basin Fish and Wildlife Compensation Program,,,1,21,Carnivora,Mustelidae,Taxidea,taxus,Juvenile,50.54183,-115.66627,4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Ecology of American Badgers near their range limit in southeastern British Columbia,Newhouse,1996,1999,2000,Columbia Basin Fish and Wildlife Compensation Program,,,1,21,Carnivora,Mustelidae,Taxidea,taxus,Adult,50.54183,-115.66627,11,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Mortality in Gray Foxes from East-Central Alabama,Nicholson,1978,1980,1984,The Journal of Wildlife Management,48,4,1429,1432,Carnivora,Canidae,Urocyon,cinereoargenteus,Adult,32.80873,-85.50506,14,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Mortality in Gray Foxes from East-Central Alabama,Nicholson,1978,1980,1984,The Journal of Wildlife Management,48,4,1429,1432,Carnivora,Canidae,Urocyon,cinereoargenteus,Juvenile,32.80873,-85.50506,NA,7,7,4,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Survival of Unexploited Bobcats in Southern Illinois,Nielsen,1995,2000,2002,The Journal of Wildlife Management,66,3,833,838,Carnivora,Felidae,Lynx,rufus,Adult,37.58718,-88.64933,75,19,16,0,0,0,12,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3
Ecology of White-Tailed Deer in an Intensively Farmed Region of Illinois,Nixon,1980,1985,1991,Wildlife Monographs,118,1,3,77,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,39.99430,-88.64411,96,20,18,15,13,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Ecology of White-Tailed Deer in an Intensively Farmed Region of Illinois,Nixon,1980,1985,1991,Wildlife Monographs,118,1,3,77,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,39.99430,-88.64411,NA,34,32,24,18,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Landscape Ecology of Mule Deer and White-Tailed Deer with implications for chronic wasting disease,Nobert,2006,2010,2012,Thesis: Univesity of Alberta,,,1,179,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,52.68249,-110.03068,270,79,53,40,40,0,4,0,0,0,0,0,0,8,1,0,0,0,0,0,0,26
"Radio tracking of leopards and caracals in the Stellenbosch area, Cape Province",Norton,1981,1982,1985,South African Journal of Wildlife Research,15,1,17,24,Carnivora,Felidae,Caracal,caracal,Juvenile,-33.83823,19.09936,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Home range and movements of male leopards in the Cedarberg Wilderness Area, Cape Province",Norton,1983,1985,1987,South African Journal of Wildlife Research,17,2,41,48,Carnivora,Felidae,Panthera,pardus,Adult,-32.35042,19.14331,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Big enough for bears? American black bears at heightened risk of mortality during seasonal forays outside Algonquin Provincial Park, Ontario",Obbard,2006,2014,2017,Ursus,28,2,182,194,Carnivora,Ursidae,Ursus,americanus,Adult,45.79624,-78.32385,72,21,21,14,14,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
Demography of Black Bears in Hunted and Unhunted Areas of the Boreal Forest of Ontario,Obbard,1989,1999,2008,The Journal of Wildlife Management,72,4,869,880,Carnivora,Ursidae,Ursus,americanus,Adult,47.17443,-83.33260,101,34,34,13,12,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,15,0
Early Survival of Juvenile Snowshoe Hares,O'Donoghue,1989,1990,1994,Ecology,75,6,1582,1592,Lagomorpha,Leporidae,Lepus,americanus,Juvenile,61.23589,-138.46219,254,170,94,0,0,0,0,0,0,0,0,0,0,92,0,0,2,0,0,0,0,76
Mountain Sheep and Mining: Implications for conservation and management,Oehler,1995,1997,2005,California Fish and Game,91,3,149,178,Artiodactyla,Bovidae,Ovis,canadensis,Adult,36.27528,-117.14778,19,9,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6
Sex and scale: implications for habitat selection by Alaskan moose,Oehlers,2002,2004,2011,Wildlife Biology,17,1,67,84,Artiodactyla,Cervidae,Alces,alces,Adult,56.74692,-132.99562,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Survival probabilities of adult Mongolian gazelles,Olson,2002,2009,2014,The Journal of Wildlife Management,78,1,35,41,Artiodactyla,Bovidae,Procapra,gutturosa,Adult,48.93601,113.42201,49,20,20,13,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Swift Fox Survival and Production in Southeastern Wyoming,Olson,1996,2000,2002,Journal of Mammalogy,83,1,199,206,Carnivora,Canidae,Vulpes,velox,Adult,41.93046,-106.05013,59,35,29,0,0,0,1,0,0,0,0,0,0,26,2,0,0,0,0,0,0,6
"Extent, Cause, and timing of Moose Calf Mortality in Western interior Alaska",Osborne,1988,1990,1991,Alces,27,,24,30,Artiodactyla,Cervidae,Alces,alces,Juvenile,64.68613,-154.01835,160,99,96,0,0,0,0,0,0,0,0,0,0,90,0,0,3,0,0,3,0,3
"Spatial ecology of eastern coyotes (Canis latrans) in the anthropogenic landscape of Cape Cod, Massachusetts",Page,1998,2007,2010,Thesis: University of Massachusetts Amherst,,,1,64,Carnivora,Canidae,Canis,latrans,Multiple,41.67739,-70.28068,32,18,18,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Some  physical and population characteristics of Egyptian mongooses in southwestern Spain,Palomares,1987,1989,1992,Zeitschrift fur Saugetierkunde,57,,94,99,Carnivora,Herpestidae,Herpestes,ichneumon,Adult,37.14481,-6.41836,25,3,3,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ecology of Columbian Black-Tailed Deer Fawns in Western Oregon,Pamplin,2000,2001,2003,Thesis: Oregon State University,,,1,75,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,43.21967,-122.67906,23,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0
When a generalist becomes a specialist: patterns of red fox predation on roe deer fawns under contrasting conditions,Panzacchi,1995,1998,2008,Canadian Journal of Zoology,86,2,116,126,Artiodactyla,Cervidae,Capreolus,capreolus,Juvenile,61.60726,11.33633,151,49,43,0,0,0,0,0,7,0,0,0,0,33,1,2,0,0,0,0,0,6
Population dynamics of a bighorn sheep herd in the Souther Black Hills of South Dakota and Wyoming,Parr,2012,2014,2018,The American Midland Natrualist,179,1,1,14,Artiodactyla,Bovidae,Ovis,canadensis,Adult,44.11773,-103.96396,30,6,4,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
Population dynamics of a bighorn sheep herd in the Souther Black Hills of South Dakota and Wyoming,Parr,2012,2014,2018,The American Midland Natrualist,179,1,1,14,Artiodactyla,Bovidae,Ovis,canadensis,Juvenile,44.11773,-103.96396,32,20,19,0,0,0,0,0,0,0,0,0,0,7,0,1,8,3,0,0,0,1
"Cause specific mortality of desert bighorn sheep lambs in the FRA Cristobal Mountains, New Mexico USA",Parsons,2001,2002,2007,Thesis: University of Montana,,,1,93,Artiodactyla,Bovidae,Ovis,canadensis,Juvenile,33.37138,-107.09514,21,11,11,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0
"Demographics, diet, movements, and survival of an isolated, unmanaged raccoon population on the Outer Banks of North Carolina",Parsons,2007,2009,2013,Mammalia,77,1,21,30,Carnivora,Procyonidae,Procyon,lotor,Adult,34.78813,-76.38926,60,12,5,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,7
The effects of prey distribution and abundance on eastern coyote life history and predation on white-tailed deer,Patterson,1992,1997,2000,Thesis: The University of Saskatchewan,,,1,204,Carnivora,Canidae,Canis,latrans,Adult,45.79802,-61.20458,51,32,31,26,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
